file,ita_kmeans,ita_bevan
mskcc_processed/ISIC_0077599.jpg,39.03551289874688,87.34868185967593
mskcc_processed/ISIC_0082910.jpg,17.667640507832317,-61.893779030467044
mskcc_processed/ISIC_0086394.jpg,43.84032479151644,145.7800446687612
mskcc_processed/ISIC_0087198.jpg,42.597390531013964,41.05803879699607
mskcc_processed/ISIC_0087357.jpg,49.028263666485145,85.2835055974323
mskcc_processed/ISIC_0087673.jpg,45.23578376987661,135.50827021017477
mskcc_processed/ISIC_0089649.jpg,46.18853860920882,125.32385832288078
mskcc_processed/ISIC_0091454.jpg,45.46580908276499,158.80720067434166
mskcc_processed/ISIC_0091914.jpg,45.24803212815651,161.1625612328376
mskcc_processed/ISIC_0092255.jpg,45.0,111.01744768637883
mskcc_processed/ISIC_0093357.jpg,41.74588385830621,27.902691052157493
mskcc_processed/ISIC_0096591.jpg,24.802660153417477,-44.86540706878426
mskcc_processed/ISIC_0107306.jpg,31.159304508344373,-58.475501693016845
mskcc_processed/ISIC_0107551.jpg,39.33271432176087,54.45102134572174
mskcc_processed/ISIC_0108178.jpg,19.06454743133228,-60.21093263359821
mskcc_processed/ISIC_0110573.jpg,34.249033006811956,54.49208738147704
mskcc_processed/ISIC_0112733.jpg,41.7947840689865,87.41882138902805
mskcc_processed/ISIC_0113744.jpg,47.6224014605411,101.87250875219634
mskcc_processed/ISIC_0114593.jpg,55.79310312022312,105.40540192114979
mskcc_processed/ISIC_0120448.jpg,47.03091423685311,64.13780502221668
mskcc_processed/ISIC_0124027.jpg,45.66879195296866,119.65381452249056
mskcc_processed/ISIC_0124392.jpg,8.488943880504715,-71.58344341968099
mskcc_processed/ISIC_0128303.jpg,56.164880177548596,100.05020764903396
mskcc_processed/ISIC_0128624.jpg,42.77407610488597,91.71329000103712
mskcc_processed/ISIC_0129822.jpg,39.472459848343824,101.52957382589925
mskcc_processed/ISIC_0131948.jpg,40.638427354979406,109.5464745510179
mskcc_processed/ISIC_0132369.jpg,47.4133364328499,170.2256692650155
mskcc_processed/ISIC_0136278.jpg,10.96787218266168,-77.97615720032785
mskcc_processed/ISIC_0139906.jpg,49.040204018404204,104.16217342366951
mskcc_processed/ISIC_0142087.jpg,50.233861647216436,150.55882882871643
mskcc_processed/ISIC_0146235.jpg,50.31454566994475,166.2317888313704
mskcc_processed/ISIC_0146743.jpg,40.7387767555013,79.16262460588166
mskcc_processed/ISIC_0151937.jpg,32.287487179128505,13.943119958801987
mskcc_processed/ISIC_0153859.jpg,40.60129464500447,35.37863382134159
mskcc_processed/ISIC_0155786.jpg,21.291155219726225,-48.98653729030912
mskcc_processed/ISIC_0159579.jpg,42.08156527921844,73.32964417299999
mskcc_processed/ISIC_0161688.jpg,38.60560223477241,156.71403942891325
mskcc_processed/ISIC_0163940.jpg,46.98863785647407,56.22323655481788
mskcc_processed/ISIC_0165672.jpg,46.81830296445184,132.9655726714075
mskcc_processed/ISIC_0173598.jpg,35.45547443444187,94.05273293071593
mskcc_processed/ISIC_0174973.jpg,38.34260302705416,21.88167560752704
mskcc_processed/ISIC_0176757.jpg,48.84094902533696,89.52790781100443
mskcc_processed/ISIC_0176949.jpg,50.23227287813182,123.44253235693988
mskcc_processed/ISIC_0181120.jpg,40.041549080514635,176.05812550937338
mskcc_processed/ISIC_0181903.jpg,48.13966014782027,165.9924949747586
mskcc_processed/ISIC_0183915.jpg,42.492298272933745,48.44599681156915
mskcc_processed/ISIC_0186490.jpg,46.10595875228853,128.1633561850468
mskcc_processed/ISIC_0189131.jpg,50.019853642019555,81.90469301447486
mskcc_processed/ISIC_0192142.jpg,41.241444314528,43.85707574255443
mskcc_processed/ISIC_0197887.jpg,32.943237466167375,170.0699006269029
mskcc_processed/ISIC_0199309.jpg,30.23080146970837,6.668951535635631
mskcc_processed/ISIC_0201845.jpg,39.84991766198018,113.76225852434426
mskcc_processed/ISIC_0202306.jpg,52.6628688418387,119.97627247545904
mskcc_processed/ISIC_0202485.jpg,10.109298492495174,-85.23396634851134
mskcc_processed/ISIC_0203660.jpg,32.47119229084849,149.21072400984218
mskcc_processed/ISIC_0205999.jpg,43.393997010717754,169.00927977347368
mskcc_processed/ISIC_0207250.jpg,39.1077723826809,35.0973401923745
mskcc_processed/ISIC_0209394.jpg,41.185925165709655,45.09024326746694
mskcc_processed/ISIC_0209542.jpg,14.136061798147068,-52.985649640178444
mskcc_processed/ISIC_0209717.jpg,36.11298524445723,22.559842108633227
mskcc_processed/ISIC_0210071.jpg,41.069824454274524,134.59933236776538
mskcc_processed/ISIC_0210153.jpg,46.42026554639905,146.20706723562176
mskcc_processed/ISIC_0211288.jpg,30.672325782335115,111.31946552481722
mskcc_processed/ISIC_0211415.jpg,32.61924307119283,67.7757503285988
